tname              qname             
3slb_EPE_D_269     1ix1_BB2_A_1301   
1ix1_MHA_B_1401    2icx_UTP_B_902    
1ix1_MHA_B_1401    3kal_ADP_A_500    
1ix1_MHA_B_1401    3ova_APC_A_501    
1ix1_MHA_B_1401    3p2o_NAD_B_291    
1ixe_CIT_B_406     1w12_SL1_U_1245   
1xu5_IPH_A_2667    1ixe_CIT_B_406    
1ixe_CIT_B_406     3kfi_25R_A_301    
3pdy_PEG_A_202     1ixe_CIT_B_406    
1q1q_NHE_A_354     1ixe_COA_C_403    
2qxm_PIQ_B_1       1ixe_COA_C_403    
1ixe_COA_C_403     3bxs_DRS_A_201    
3dtw_A96_B_502     1ixe_COA_C_403    
1ixe_COA_C_403     3e65_XXZ_B_907    
1ixe_COA_C_403     3s8h_3OH_A_726    
1qk5_XMP_A_300     1ixn_G3P_A_1001   
1ixn_G3P_A_1001    2ei3_BPY_A_350    
1iy0_ANP_A_1       1qzf_FOL_B_609    
3l3n_LSW_A_1       1iy0_ANP_A_1      
1o35_802_A_246     1iy1_ADP_A_1      
1iy1_ADP_A_1       2rdc_MPD_A_154    
1iy1_ADP_A_1       3g08_FEE_A_286    
3qgw_L7A_B_1       1iy1_ADP_A_1      
1t2d_OXL_A_322     1iy7_CXA_A_500    
1iy7_CXA_A_500     3q9n_COA_B_1072   
1iy8_MRD_H_8269    3hv6_R39_A_361    
1jf7_TBH_B_800     1iyb_5GP_A_1295   
3egg_MES_A_403     1iyb_5GP_A_1295   
3ik6_HCZ_B_800     1iyb_5GP_A_1295   
1iyd_GUA_A_414     1qcf_PP1_A_532    
3h54_A2G_B_2000    1iyd_GUA_A_414    
1lo2_OX1_H_501     1iye_PGU_B_913    
1iye_PGU_B_913     2xmp_UDP_B_7517   
3tho_ADP_A_1452    1iye_PGU_B_913    
2ag4_OLA_B_3629    1iyk_MIM_A_502    
3myq_MES_A_263     1iyk_MIM_A_502    
1iyk_MIM_A_502     3or1_SRM_A_580    
1iyk_MYA_A_501     1qex_EPE_B_302    
2h8p_B3H_D_201     1iyk_MYA_A_501    
2cdc_XYS_D_1371    1iyn_HEM_A_296    
1iyn_HEM_A_296     2hay_FMN_C_704    
1t4s_VAL_A_1000    1iyq_PNM_A_301    
1iyz_NDP_A_350     3pn3_PN3_A_194    
1iyz_NDP_A_350     3txo_07U_A_1      
1iyz_NDP_A_350     3v9t_17L_A_501    
1iz2_SUM_A_800     2nz2_ASP_A_501    
2pvq_GSH_A_5204    1iz2_SUM_A_800    
1izc_PYR_A_2001    2c31_ADP_A_1555   
1izc_PYR_A_2001    3qtf_05S_A_1      
1izc_PYR_A_2001    3snl_548_B_1      
1z0n_BCD_A_1200    1izh_Q50_B_1001   
1izh_Q50_B_1001    2ekn_FLC_A_585    
2ojf_4PY_E_1000    1izh_Q50_B_1001   
2vgb_FBP_A_580     1izh_Q50_B_1001   
1izh_Q50_B_1001    3adt_HID_A_3      
1t3d_CYS_B_501     1izo_HEM_C_501    
1izo_HEM_C_501     2qmt_MRD_A_102    
3hp5_52P_A_401     1izo_HEM_C_501    
3lt5_BLQ_A_216     1izo_HEM_C_501    
1p8v_DFP_C_500     1izo_PAM_C_2601   
1izo_PAM_C_2601    2hoc_1CN_A_265    
3f0g_C5P_E_163     1izo_PAM_C_2601   
3g4w_8CL_A_151     1izo_PAM_C_2601   
1pty_PTR_A_323     1j01_XIL_A_601    
1j01_XIL_A_601     3dtb_GDP_A_800    
3gas_HEM_E_1291    1j01_XIL_A_601    
1j01_XIL_A_601     3qgf_46F_B_602    
1j01_XIL_A_601     3uyl_TYD_A_401    
1j02_HEM_A_300     1xvi_PG4_A_602    
1j02_HEM_A_300     2ec9_24X_H_999    
1j02_HEM_A_300     3d6n_FLC_A_424    
1j06_AE3_A_902     1oba_CHT_A_1340   
3ben_LEH_B_500     1j06_AE3_A_902    
3kqo_ES4_A_290     1j06_AE3_A_902    
2prl_R2C_A_400     1j07_DCU_B_952    
1j07_DCU_B_952     3l91_OCA_B_1      
1vl1_CIT_A_300     1j09_ATP_A_501    
2uz1_MPD_C_1559    1j09_ATP_A_501    
1j09_ATP_A_501     3dxm_N24_A_419    
1j09_ATP_A_501     3qe8_REI_A_150    
2x20_CHL_M_601     1j09_GLU_A_500    
1j09_GLU_A_500     2yd9_B3P_A_1325   
3o94_NCA_D_192     1j09_GLU_A_500    
1j0b_5PA_B_1021    2cfk_R5A_A_1631   
1j0b_5PA_B_1021    2i67_APR_B_301    
1j0b_5PA_B_1021    3oel_DGL_A_287    
1j0b_5PA_B_1021    3qp6_HL6_A_266    
1ojn_NG6_A_901     1j0d_5PA_B_1501   
1j0d_5PA_B_1501    3p6d_ZGB_A_133    
1j0e_1AC_B_2001    1pr5_TBN_C_1247   
2hzi_JIN_B_600     1j0i_GLC_A_603    
1j0i_GLC_A_603     2ogf_OXG_A_602    
1v4u_HEM_D_147     1j0n_CEG_A_780    
1wbn_L09_A_1355    1j0n_CEG_A_780    
1j0n_CEG_A_780     2j9l_ATP_C_1755   
1j0n_CEG_A_780     3fr0_AJB_A_501    
3t9f_I8P_A_501     1j0n_CEG_A_780    
1j11_EPG_D_601     3ddq_SGM_D_1      
3eph_PPV_B_422     1j12_EBG_B_601    
3g2y_GF4_A_1       1j17_ZEN_T_1      
3q6z_APR_A_1       1j17_ZEN_T_1      
1j18_BGC_A_607     3bht_MFR_C_299    
3ipe_JZE_B_128     1j18_BGC_A_607    
1j1a_BHP_A_1301    1uf9_ATP_C_500    
2cf6_NAP_A_450     1j1a_BHP_A_1301   
3bul_B12_A_1301    1j1a_BHP_A_1301   
3n94_MAL_A_5044    1j1a_BHP_A_1301   
3swo_FDA_C_500     1j1a_BHP_A_1301   
3g08_FEE_A_286     1j1b_ANP_A_430    
1j1c_ADP_A_430     3c9h_CIT_B_402    
3kl3_GCU_B_403     1j1c_ADP_A_430    
2zc6_TEB_D_701     1j1f_5GP_A_295    
3c7q_XIN_A_1172    1j1f_5GP_A_295    
1j1f_5GP_A_295     3eyk_EYK_B_173    
3hk9_REL_E_428     1j1f_5GP_A_295    
1mzv_AMP_A_301     1j1m_TRE_A_304    
1j1m_TRE_A_304     2ham_C33_A_1001   
3fzr_3JZ_A_999     1j1m_TRE_A_304    
1j1m_TRE_A_304     3kn3_GSH_B_262    
3r2q_GSH_A_301     1j1m_TRE_A_304    
3rq6_APR_A_278     1j1m_TRE_A_304    
1yvm_TMG_A_501     1j1r_ADE_A_701    
1j1s_FMP_A_701     1ywn_LIF_A_301    
2c8m_LPA_A_900     1j1s_FMP_A_701    
1j1u_TYR_A_401     1qpb_PYM_A_602    
1j1u_TYR_A_401     2yig_5EL_A_1273   
3emb_GTG_A_4634    1j1u_TYR_A_401    
4er3_0QK_A_401     1j1u_TYR_A_401    
1j1z_ASP_A_530     1t9a_YF4_B_1700   
1wmd_DIO_A_2001    1j1z_ASP_A_530    
1j1z_ASP_A_530     2bxe_1FL_B_2001   
2w3k_L1D_A_1245    1j1z_ASP_A_530    
2eex_CE5_A_800     1j1z_ATP_D_4510   
2g6p_HM2_A_410     1j1z_ATP_D_4510   
3kpy_ES2_B_290     1j1z_ATP_D_4510   
3rfb_SME_A_6888    1j1z_ATP_D_4510   
2uv4_AMP_A_1324    1j1z_CIR_C_3520   
1j1z_CIR_C_3520    2uxw_FAD_A_700    
3ju7_PGE_B_384     1j1z_CIR_C_3520   
2gte_VA_B_502      1j20_AMP_C_3510   
2uv2_GVD_A_1316    1j20_AMP_C_3510   
1j20_AMP_C_3510    2vpz_SF4_E_1764   
3in9_H1S_A_601     1j20_AMP_C_3510   
3kx1_KX1_A_216     1j20_AMP_C_3510   
3r72_NBB_A_124     1j20_AMP_C_3510   
1j20_AS1_A_520     2vd3_HIS_B_1300   
1j20_AS1_A_520     3ptg_932_A_1      
1j20_AS1_A_520     3uet_NAG_A_503    
1kqf_SF4_B_808     1j2g_AZA_A_4320   
1j2g_AZA_A_4320    1pp9_HEC_D_501    
1rne_C60_A_350     1j2g_AZA_A_4320   
1j2g_AZA_A_4320    3pqc_PEG_A_196    
2vue_BLA_A_2001    1j2q_CIB_I_1101   
2wnt_PEG_B_1714    1j2q_CIB_I_1101   
3eua_FLC_C_329     1j2q_CIB_I_1101   
1j2q_CIB_I_1101    3orq_POP_A_377    
3tyi_T3Y_A_105     1j2q_CIB_I_1101   
1j2r_MPD_A_1002    1qjy_W03_1_7003   
1j2r_MPD_A_1002    1y7b_PGE_A_3023   
1j2r_MPD_A_1002    1zjw_AMP_A_998    
1rl9_IOM_A_902     1j2y_DQA_A_219    
1j2y_DQA_A_219     1wwj_BET_D_5001   
1j2y_DQA_A_219     3e7j_NAG_A_774    
1j2y_DQA_A_219     3kro_IPE_D_2001   
2bmu_U5P_B_2001    1j2z_SOG_A_409    
3aml_EPE_A_758     1j2z_TLA_A_410    
1j2z_TLA_A_410     3vgw_NVZ_E_1124   
2atj_BHO_B_353     1j37_MCO_A_801    
2qgc_MR4_A_128     1j3f_CZM_A_180    
1j3f_CZM_A_180     3lba_HPA_A_290    
1j3f_CZM_A_180     3ng5_KDH_A_128    
1j3j_CP6_B_709     1pmv_537_A_501    
1j3j_CP6_B_709     2jle_I15_A_1546   
3bex_PAU_D_248     1j3j_CP6_B_709    
3c6x_PEG_A_1501    1j3j_CP6_B_709    
1j3k_NDP_B_710     2h8h_H8H_A_534    
1j3k_NDP_B_710     3cqw_CQW_A_999    
3h06_VBP_G_803     1j3k_NDP_B_710    
3pe1_3NG_A_338     1j3k_NDP_B_710    
3f4n_PXP_A_501     1j3k_UMP_D_711    
1j3k_UMP_D_711     3gyt_DL4_A_100    
3omp_W14_A_1       1j3k_UMP_D_711    
4erk_OLO_A_800     1j3k_UMP_D_711    
2wos_6AN_A_1098    1j3k_WRA_A_609    
1q84_TZ4_A_951     1j3n_CIT_A_500    
1ybg_TAV_D_850     1j3n_CIT_A_500    
1j3n_CIT_A_500     2b4q_NAP_A_1901   
1j3n_CIT_A_500     3c2v_PRP_A_300    
2q2v_NAD_B_300     1j3r_6PG_B_601    
1j3r_6PG_B_601     2q2y_MKR_A_604    
3lrk_BTB_A_9001    1j3y_HNI_B_147    
1j40_HEM_D_147     3kt3_TYM_B_700    
3r2j_NIO_B_311     1j40_HEM_D_147    
1j40_HEM_D_147     3srb_28S_B_1      
1s3w_NAP_A_187     1j40_HNI_E_142    
1j40_HNI_E_142     2x3a_MES_A_1342   
3bhd_CIT_B_218     1j40_HNI_E_142    
1j40_HNI_E_142     3gpw_SA1_V_0      
3k00_MTT_A_405     1j49_NAD_B_360    
1qhu_HEM_A_500     1j4h_SUB_A_201    
1j4h_SUB_A_201     2wey_EV1_A_1771   
2x7i_CIT_A_1307    1j4h_SUB_A_201    
1j4h_SUB_A_201     2y0a_MES_A_1303   
3noi_1PG_B_134     1j4h_SUB_A_201    
2b9w_12P_A_2001    1j4i_TST_A_201    
3e7w_AMP_A_513     1j4i_TST_A_201    
1j4i_TST_A_201     3gvy_HEM_A_162    
3qwb_NDP_C_335     1j4i_TST_A_201    
3fbu_COA_A_169     1j4n_BNG_A_801    
1j4n_BNG_A_801     4eep_FMN_A_1001   
2dld_OXM_A_402     1j4r_001_D_109    
1j4r_001_D_109     2p41_SAH_A_1012   
1ld8_FPP_B_1002    1j4u_MMA_A_401    
1j4u_MMA_A_401     1zgf_TRU_A_300    
2ri6_MLI_A_2       1j4u_MMA_A_401    
1j4u_MMA_A_401     3a1i_UNU_A_522    
2r9o_Y15_B_281     1j51_TCZ_C_3450   
2xq1_HEM_M_1503    1j51_TCZ_C_3450   
1j54_TMP_A_2000    3ad7_MTG_B_801    
3bxp_EPE_A_277     1j6w_MET_B_501    
3kdw_MPD_A_303     1j6w_MET_B_501    
1j6w_MET_B_501     3rc3_ANP_A_801    
1j6w_MET_B_501     3uag_EPE_A_452    
1j6z_ADP_A_1380    2y5d_P6G_B_1532   
1j6z_ADP_A_1380    3tvu_B37_C_2242   
1j6z_ADP_A_1380    3uoh_0C4_B_1      
1j77_HEM_A_300     1nhw_TCC_B_700    
1j77_HEM_A_300     2fdy_D4G_B_501    
3pfd_FDA_A_390     1j77_HEM_A_300    
1j78_OLA_B_459     1vea_HBN_B_1001   
2qh6_ODE_B_800     1j78_OLA_B_459    
2qve_247_A_991     1j78_OLA_B_459    
1lij_RPP_A_699     1j79_ORO_A_410    
2xqr_FRU_E_1000    1j79_ORO_A_410    
3ev4_ETF_B_902     1j79_ORO_A_410    
1j79_ORO_A_410     3qui_ANP_D_102    
2y8e_GNP_B_1176    1j7e_JY_B_502     
3tn8_F18_A_332     1j7e_JY_B_502     
1j7k_ATP_A_2060    3u4w_08L_A_8      
1w51_L01_A_1506    1j8u_H4B_A_429    
1j8u_H4B_A_429     2oiq_STI_A_1001   
1j91_TBS_B_338     2v7j_TRP_A_1360   
3s89_COD_B_437     1j91_TBS_B_338    
1j91_TBS_B_338     3twb_GCO_D_422    
2ev1_OLA_B_1001    1j96_NAP_B_902    
2yjm_NHE_A_1164    1j96_NAP_B_902    
1j96_NAP_B_902     3d4k_H1M_D_241    
1j96_NAP_B_902     3lvv_LBP_A_693    
1j96_NAP_B_902     3nls_016_B_100    
1j96_NAP_B_902     3o9l_LPN_C_167    
1j99_AND_A_401     1sz2_BGC_A_1001   
1j9l_EPE_B_501     2add_SUC_A_800    
1j9l_EPE_B_501     2oeg_UPG_A_5206   
3rsx_RSV_A_397     1j9l_EPE_B_501    
3egv_SAH_A_256     1ja1_EPE_B_1753   
1ja9_NDP_A_402     2cno_M60_A_1180   
3loy_TLA_C_637     1ja9_NDP_A_402    
2as2_2IM_A_500     1ja9_PYQ_A_406    
3kpu_ES1_A_290     1ja9_PYQ_A_406    
3oi8_ADN_B_1       1ja9_PYQ_A_406    
3up3_XCA_A_100     1ja9_PYQ_A_406    
1jak_IFG_A_601     2i10_PGE_B_202    
3cb3_LGT_A_601     1jak_IFG_A_601    
1jak_IFG_A_601     3igj_ACO_B_188    
3n31_FCA_A_247     1jak_IFG_A_601    
1m7v_HEM_A_901     1jao_0D3_A_1      
1jao_0D3_A_1       2cn3_GLC_A_1769   
2ogx_ATP_A_281     1jao_0D3_A_1      
1tka_N3T_A_681     1jaq_01S_A_1      
2cch_ATP_A_1297    1jaq_01S_A_1      
1jaq_01S_A_1       2pgz_PG4_B_403    
1jaq_01S_A_1       2xdk_XDK_A_1226   
1jaq_01S_A_1       3bni_PG4_B_302    
1jay_F42_A_214     1xpz_4TZ_A_270    
1jay_F42_A_214     2dtn_DPO_B_426    
2gc9_CIT_A_181     1jay_F42_A_214    
2q1q_OSP_A_300     1jay_F42_A_214    
3ft8_MOJ_A_237     1jay_F42_A_214    
1jay_NAP_A_213     4dbm_0J0_D_300    
3ef5_DGT_A_3800    1jb0_BCR_J_4015   
1jb0_BCR_J_4015    3i2b_PEG_B_1      
1jb0_BCR_J_4015    3v80_AOC_A_301    
1zd3_NC4_A_790     1jb0_CL1_B_1021   
1jb0_CL1_B_1021    1zun_GDP_B_599    
1jb0_CL1_B_1021    2f7c_CCU_A_2      
2fae_PM8_A_301     1jb0_CL1_B_1021   
1jb0_CL1_B_1021    3k99_PFT_D_901    
1jb0_LHG_A_5001    2fbz_H2B_X_903    
1jb0_LMG_B_5002    1olm_VTQ_C_1323   
2g44_T3O_B_701     1jb0_LMG_B_5002   
3q2h_QHF_A_1       1jb0_LMG_B_5002   
1pw6_FRB_B_301     1jb0_PQN_B_2002   
1jb0_PQN_B_2002    2ofc_MPD_A_998    
1jb0_PQN_B_2002    2vwv_7X3_A_1888   
1qbs_DMP_A_323     1jb0_SF4_A_3001   
1jb0_SF4_A_3001    2yl4_14Y_A_1726   
1jb0_SF4_A_3001    3pij_FRU_A_527    
1jb0_SF4_A_3001    3rme_RME_B_418    
1jb0_SF4_A_3001    3sin_ZD9_A_700    
1jbq_HEM_E_501     2cze_U5P_B_402    
2d2d_ENB_A_307     1jbq_HEM_E_501    
1jbv_ACP_A_999     2bqy_POP_A_1174   
2g44_T3O_B_701     1jbv_ACP_A_999    
1jbv_ACP_A_999     3pro_2AB_A_199    
2vdb_NPS_A_1591    1jbw_ACQ_A_999    
1k4m_CIT_C_606     1jc9_NAG_A_270    
1jc9_NAG_A_270     3e65_XXZ_B_907    
1jcl_HPD_B_802     3ano_PG4_A_205    
1jcl_HPD_B_802     3h61_ENL_D_0      
1jcl_HPD_B_802     3pcc_PHB_O_550    
1jcl_HPD_B_802     4a5o_PEG_A_1286   
1jcm_137_P_400     1xws_BI1_A_1001   
2c4f_GIL_H_1259    1jcm_137_P_400    
2dou_EPE_A_501     1jcm_137_P_400    
1jcm_137_P_400     3gvd_CYS_D_501    
3fhe_28P_A_612     1jcq_739_B_3012   
1jcq_739_B_3012    3kex_ANP_B_2      
1jct_GKR_A_499     1q2r_9DG_D_387    
2osf_TH0_A_263     1jct_GKR_A_499    
3m49_PEG_A_713     1jct_GKR_A_499    
3q30_D61_A_700     1jct_GKR_A_499    
1o44_852_A_300     1jcx_PAI_B_2300   
1qhi_BPG_A_1       1jcx_PAI_B_2300   
2xsj_SRM_E_503     1jcx_PAI_B_2300   
1jcx_PAI_B_2300    3gnc_EPE_D_397    
1jcx_PAI_B_2300    3qps_CHD_A_211    
2czc_NAD_A_501     1jd0_AZM_A_1400   
1jd0_AZM_A_1400    2ibj_HEM_A_201    
1jd0_AZM_A_1400    2pqd_GG9_A_501    
1w61_PYC_A_700     1jdc_GLC_A_463    
2obd_EPE_A_489     1jdc_GLC_A_463    
3ap9_MPD_A_160     1jdc_GLC_A_463    
1jdj_CFP_A_367     2xpv_MIY_A_1209   
1jdj_CFP_A_367     2zb4_NAP_A_500    
1jdj_CFP_A_367     3cq5_144_A_400    
1jdj_CFP_A_367     3h0z_45B_A_1      
3n5d_BGC_A_1970    1jdj_CFP_A_367    
1yq9_F3S_B_266     1jdl_HEM_A_500    
1jdl_HEM_A_500     2a5x_NSB_A_380    
2xb9_XNW_A_201     1jdl_HEM_A_500    
1jdl_HEM_A_500     3fzm_3GO_A_401    
1jdl_HEM_A_500     3mtl_FEF_A_668    
1jdt_MTA_B_2260    1znl_DE1_A_400    
1jdt_MTA_B_2260    3ccn_LKG_A_1      
1jdv_ADN_D_3260    1lsp_BUL_A_295    
1jdv_ADN_D_3260    2ow0_6MR_A_501    
1jdv_ADN_D_3260    3aun_YR4_A_1      
1jdv_ADN_D_3260    3c10_TSN_A_301    
1jdx_NVA_A_500     1rzh_SPO_M_860    
1jdx_NVA_A_500     1t4j_FRJ_A_299    
1jdx_NVA_A_500     3h2b_PPV_A_302    
1jdz_FMB_C_280     2eu2_5DS_A_263    
1je1_GMP_C_3260    1k2t_PTU_A_1810   
1je1_GMP_C_3260    3k98_1RC_A_901    
3kzq_PG6_E_210     1je1_GMP_C_3260   
1jeb_HEM_A_142     1k21_IGN_H_999    
1jeb_HEM_A_142     2yb0_DUR_A_1266   
1jeb_HEM_A_142     3inj_BXB_H_1001   
1jed_ADP_B_636     3nbt_PG4_A_1001   
3ues_DFU_A_501     1jed_ADP_B_636    
1t56_DIO_A_301     1jeo_CIT_A_3000   
2xhd_7T9_B_1266    1jeo_CIT_A_3000   
1lpd_ADE_A_901     1jep_DFL_A_501    
1jep_DFL_A_501     1nlk_ADP_R_1      
1jep_DFL_A_501     1t8u_SGN_B_4      
1tph_PGH_1_250     1jep_DFL_A_501    
2r6j_NDP_B_401     1jf0_CZH_A_197    
1jf0_CZH_A_197     3bfx_A3P_A_4000   
1jf7_TBH_B_800     2wef_AMP_A_601    
1jf7_TBH_B_800     3rx2_SLO_A_317    
2bpm_529_C_1299    1jfb_HEM_A_501    
3hmo_STU_A_1       1jfb_HEM_A_501    
1jfh_MA1_A_994     2buc_008_A_1767   
2quh_TRP_B_818     1jfh_MA1_A_994    
2viy_VG3_A_1448    1jfh_MA1_A_994    
2z4p_ILE_B_501     1jfh_MA1_A_994    
3vq2_LP5_C_301     1jfh_MA1_A_994    
1jg7_UDP_A_400     1jfh_MA3_A_992    
1jfh_MA3_A_992     2bxg_IBP_B_2001   
2eus_ABN_A_400     1jfh_MA3_A_992    
1jfh_MA3_A_992     2zb3_NDP_A_900    
1u2s_GLC_A_245     1jft_HPA_A_599    
1jft_HPA_A_599     3cap_BGL_A_803    
1m7s_HEM_C_600     1jg0_DDT_B_306    
1jg0_DDT_B_306     2anq_C1A_A_500    
1jg0_DDT_B_306     2r5t_ANP_A_500    
2xqu_CVM_E_102     1jg1_SAH_A_500    
1yro_PG4_C_807     1jg2_ADN_A_500    
3thd_DGJ_A_900     1jg2_ADN_A_500    
1jg4_SAM_A_500     2pnf_1PE_B_601    
3s1l_P6G_C_600     1jg7_UDP_A_400    
3b1y_GNH_A_300     1jg9_GLC_A_2000   
3dnd_LL2_A_351     1jg9_GLC_A_2000   
1jg9_GLC_A_2000    3edn_SIN_A_308    
1jg9_GLC_A_2000    3mw9_GTP_B_503    
1jg9_GLC_A_2000    3qlr_QLR_B_194    
1jgc_HEM_A_201     1kpg_SAH_D_4900   
1nas_ASE_A_801     1jgc_HEM_A_201    
3b3p_JI7_B_800     1jgc_HEM_A_201    
1jgc_HEM_A_201     3kr1_VGD_B_290    
1jgi_SUC_A_2064    1vf1_GSH_A_2457   
2q8h_TF4_A_438     1jgi_SUC_A_2064   
2v3k_SAM_A_1254    1jgi_SUC_A_2064   
2zjm_F1M_A_395     1jgi_SUC_A_2064   
3ml2_SU0_A_263     1jgi_SUC_A_2064   
3mwl_8OX_B_209     1jgi_SUC_A_2064   
1jgi_SUC_A_2064    4e33_0N2_A_503    
1jgl_EST_L_911     1o8a_NXA_A_702    
1jgl_EST_L_911     3bni_PG4_B_302    
1jgs_SAL_A_256     1nd4_KAN_A_1300   
1jgs_SAL_A_256     2f8i_205_B_1001   
1jgs_SAL_A_256     2hhk_PGK_M_802    
3dna_PIH_A_900     1jgs_SAL_A_256    
1jgt_APC_A_801     3a40_23R_X_1      
3d40_DPO_A_2811    1jgt_APC_A_801    
3pvw_QRX_A_800     1jgt_APC_A_801    
1jgt_CMA_B_804     1mg5_NAD_B_851    
2bhw_LHG_C_801     1jgt_CMA_B_804    
1jgt_CMA_B_804     3rv9_RVD_B_451    
1jgu_HBC_H_3001    1uks_ACI_A_702    
3bny_FPF_C_402     1jgu_HBC_H_3001   
1jgu_HBC_H_3001    3qlx_QLR_A_229    
3sx0_SX0_A_421     1jgu_HBC_H_3001   
1jh7_UVC_A_201     4diq_PD2_A_701    
1jh8_ADE_A_999     3q0w_LL5_A_217    
1jhg_TRP_A_111     2fxu_BID_A_402    
1jhg_TRP_A_111     2h88_FAD_N_1001   
1jhg_TRP_A_111     3rjk_6CF_A_338    
1om4_H4B_A_760     1jhm_5MB_A_990    
1jhm_5MB_A_990     2jcb_ADP_B_1189   
2oil_GDP_A_201     1jhm_5MB_A_990    
1jhm_5MB_A_990     2x0i_NAD_A_1000   
1jho_RMB_A_990     1s5n_XYL_A_1001   
3pjg_CXS_A_900     1jho_RMB_A_990    
2zyt_PPS_X_501     1jhp_5OB_A_990    
1jhp_5OB_A_990     3agc_RCC_A_1000   
3lup_ELA_A_301     1jhp_5OB_A_990    
2r6s_BCN_A_505     1jhq_PMO_A_990    
1wvx_BD4_A_1001    1jhr_P2P_A_990    
1jhr_P2P_A_990     1zsl_624_A_900    
2gsq_GBI_A_203     1jhr_P2P_A_990    
3b3s_LEU_A_304     1jhr_P2P_A_990    
1jhr_P2P_A_990     3kl3_BDP_B_402    
3ojn_P6G_A_366     1jhr_P2P_A_990    
3rim_TPP_C_1002    1jhr_P2P_A_990    
3sx5_PEG_A_4       1jhr_P2P_A_990    
1jhu_PCR_A_990     1k0i_FAD_A_395    
1xs7_MMI_D_386     1jhu_PCR_A_990    
1jhu_PCR_A_990     2xyc_EPE_A_1503   
1lgr_AMP_J_480     1jhx_IPH_A_990    
1jhx_IPH_A_990     1mu8_CDB_B_248    
1jhx_IPH_A_990     1owe_675_A_1001   
1jhx_IPH_A_990     3esj_CC7_A_901    
1jhx_IPH_A_990     3vol_HEM_A_401    
1ji0_ATP_A_302     2hwo_RBS_A_1345   
2yi0_YI0_A_1225    1ji0_ATP_A_302    
1ji0_ATP_A_302     3edc_HEZ_A_400    
1ji0_ATP_A_302     3nq3_DKA_A_3053   
2pgt_GPR_A_211     1ji4_MPD_B_701    
3amr_IHS_A_900     1ji4_MPD_B_701    
2fbd_PEG_A_404     1ji5_MPD_B_2001   
2otc_PAO_H_334     1ji5_MPD_B_2001   
1jif_BLM_B_401     1zfj_IMP_A_500    
3ll5_IP8_C_247     1jif_BLM_B_401    
1mx3_NAD_A_1000    1jik_545_A_421    
1jik_545_A_421     2io7_ANP_B_965    
1jik_545_A_421     3b2s_B2S_A_455    
3o84_PGE_B_545     1jik_545_A_421    
3v1d_1PE_G_49      1jik_545_A_421    
1jil_485_A_421     2ev1_OLA_B_1001   
2hw1_FRU_A_601     1jil_485_A_421    
3ex7_ADP_C_414     1jil_485_A_421    
1jip_KTN_A_801     2f2a_GLN_A_501    
2p8o_BVA_C_300     1jip_KTN_A_801    
3f9t_PLP_B_500     1jip_KTN_A_801    
3k57_DTP_A_914     1jip_KTN_A_801    
2p3v_SRT_B_4502    1jir_AML_A_301    
1jir_AML_A_301     2ptf_FMN_B_301    
1jir_AML_A_301     3mke_CB4_A_1      
3tzm_085_A_1       1jir_AML_A_301    
3i09_CIT_A_1       1jj7_ADP_A_752    
3imr_IW1_A_128     1jj7_ADP_A_752    
1jub_FMN_B_1800    1jj9_BBT_A_1000   
3leo_PAM_A_215     1jj9_BBT_A_1000   
1jj9_BBT_A_1000    3lxy_SUC_A_701    
2a8u_DR5_A_2       1jjb_PE7_A_999    
1jjb_PE7_A_999     3ew8_B3N_A_501    
1jjb_PE7_A_999     3gc0_AMP_A_309    
1jjb_PE7_A_999     3k3k_A8S_B_1001   
1jje_BYS_B_250     2dhf_DZF_B_187    
3c1a_PG4_A_315     1jje_BYS_B_250    
3fu9_KIB_A_1001    1jje_BYS_B_250    
1jje_BYS_B_250     3nls_016_B_100    
3dyb_EPE_A_400     1jjt_BDS_B_250    
1jjt_BDS_B_250     3irx_UDR_A_556    
3cmg_MPD_A_800     1jjv_ATP_A_300    
1jjv_ATP_A_300     3ovn_MPV_B_213    
1jk3_BAT_A_900     3l9l_L9L_B_351    
1jk7_OKA_A_501     2bjk_NAD_B_1517   
2i51_FMN_A_300     1jk7_OKA_A_501    
1jk7_OKA_A_501     3f4i_MSE_A_601    
3pah_ALE_A_700     1jk7_OKA_A_501    
1r18_SAH_A_300     1jki_DG6_A_630    
3ie7_ATP_A_900     1jki_DG6_A_630    
1jki_DG6_A_630     3qvq_PEG_C_258    
1jkx_138_B_2221    2zbl_BMA_F_506    
1jkx_138_B_2221    3cc1_PEG_A_444    
1jl0_PUT_A_2010    1qss_DG3_A_113    
1jl0_PUT_A_2010    2y6d_TQJ_A_1271   
3bz1_DGD_C_491     1jl0_PUT_A_2010   
1jla_TNK_A_999     2aa6_STR_B_402    
1jla_TNK_A_999     2h8g_ADE_B_702    
1jla_TNK_A_999     3n98_PEG_A_571    
1jla_TNK_A_999     3s3q_C1P_A_1      
2vqd_AP2_A_1448    1jld_0PP_A_100    
1jld_0PP_A_100     3q86_GTP_A_158    
1jlr_GTP_C_300     3acl_3F1_A_302    
3f9m_GLC_A_500     1jlr_GTP_C_300    
4aba_SW1_A_1256    1jlr_GTP_C_300    
1jlt_MPD_B_401     3dt1_P40_A_361    
3o1c_ADN_A_127     1jlt_MPD_B_401    
1jlt_MRD_A_402     2q6i_5CD_A_500    
2v0i_UD1_A_1455    1jlt_MRD_A_402    
2wa2_SAM_B_1267    1jlt_MRD_A_402    
1jlt_MRD_A_402     2xbn_PMP_A_1420   
